Name,Start price,Price,CMGR[$] 3mo,Cum. ROI,Avg. Mkt. Cap,Mkt. Cap,24h Vol,Age (mo),Winning months,Avg. volume,ATH,% fm. ATH,ATH (BTC),% fm. ATH (BTC)
iDealCash,0.0002,0.00007409,- 11.95,- 60.50,119920,107.18 K,0.00,0.0357,14,50.00,0.0005,-83.69,0.00000007,-85.63
SyncFab,0.0426,0.0006,- 28.27,- 98.38,142953,106.91 K,53.97,69655,19,25.00,0.0568,-98.98,0.00000578,-98.62
Bolivarcoin,0.0022,0.0077,47.81,318.02,152899,106.89 K,53.05,159,51,42.00,0.2000,-96.17,0.00001812,-94.31
Capricoin,0.0487,0.0537,- 20.82,11.01,132659,106.85 K,39.65 K,55902,52,17.00,2.79,-98.08,0.0073,-99.90
Netrum,7.26,0.0432,- 43.50,- 99.44,152972,106.64 K,16.68,79,6,17.00,9.83,-99.56,0.0011,-99.45
Version,0.0009,0.0002,- 17.66,- 81.42,106820,106.41 K,0.00,0.6667,30,42.00,0.0181,-99.03,0.00000149,-98.66
Devery,0.2921,0.0017,11.46,- 99.44,105894,106.12 K,18.06,47,22,42.00,0.3444,-99.51,0.00004044,-99.43
SnapCoin,0.0684,0.0002,- 54.73,- 99.80,122808,105.87 K,7.54 K,8541,11,17.00,0.1255,-99.81,0.00003358,-99.91
SRCOIN,0.0051,0.00002084,- 0.21,- 99.52,151421,105.30 K,138.09,180,19,42.00,0.0082,-99.75,0.00000127,-100.00
AquariusCoin,0.0009,0.0404,- 7.84,4216.69,104568,105.26 K,0.00,0.9643,43,33.00,0.8690,-95.35,0.00009678,-94.39
Atonomi,0.0340,0.0002,- 5.97,- 99.37,123492,105.13 K,13.88,28,17,33.00,0.0393,-99.46,0.00000613,-99.51
Miners' Reward Token,0.0935,0.0103,- 42.42,- 86.66,84444,102.83 K,1.77 K,556,29,25.00,0.7724,-98.67,0.0002,-99.29
Ethouse,0.1039,0.0009,- 45.37,- 99.54,101363,102.28 K,0.1800,13,23,25.00,0.1796,-99.49,0.00001644,-99.27
Fiii,0.0406,0.0002,- 52.97,- 99.68,139585,102.22 K,1.10 K,187382,11,17.00,0.0305,-99.31,0.00000837,-99.64
Commercium,0.0067,0.0023,- 18.94,- 65.50,117985,101.93 K,1.00 K,577,16,25.00,0.0252,-90.87,0.00000387,-91.99
Level Up Coin,0.0120,0.0001,- 0.88,- 99.15,111373,101.90 K,0.00,23,18,33.00,0.0174,-99.41,0.00000230,-99.56
x42 Protocol,0.0095,0.0061,- 23.50,- 37.45,109717,101.27 K,1.56 K,1954,2,8.00,0.0108,-43.15,0.00000129,-36.24
TrumpCoin,0.0014,0.0153,- 20.89,979.07,129389,101.11 K,208.45,262,45,58.00,0.8446,-98.19,0.0006,-99.68
CYCLEAN,0.0154,0.0001,- 39.14,- 99.54,52563,101.01 K,621.32,30,15,25.00,0.0180,-99.17,0.00000282,-99.29
GravityCoin,0.0207,0.0346,- 7.67,85.95,85424,100.17 K,3.59 K,4946,53,8.00,15.93,-99.78,0.0020,-99.77
Blue Protocol,0.0018,0.0027,- 23.93,440.42,449768,98.64 K,40.51,70,25,50.00,2.04,-99.87,0.0001,-99.74
BEAT,0.0010,0.0008,25.10,- 18.50,130864,98.56 K,0.00,95,12,42.00,0.0061,-86.97,0.00000168,-93.44
VoteCoin,0.0061,0.0014,15.26,- 70.31,161882,97.96 K,73.31,182,24,42.00,0.1235,-98.85,0.00000758,-97.49
Business Credit Alliance Chain,0.0090,0.0002,- 67.27,- 97.70,146647,97.61 K,8.71 K,3404,12,50.00,0.0583,-99.66,0.00000571,-99.47
Social,0.3779,0.0057,- 21.08,- 98.79,119266,95.80 K,0.0200,49,26,33.00,1.14,-99.50,0.0001,-99.44
ShareX,0.0554,0.0001,- 15.12,- 99.74,149754,95.79 K,0.00,6,22,25.00,0.0439,-99.66,0.00000378,-99.47
Scorum Coins,0.2593,0.0033,- 35.12,- 98.75,124104,95.71 K,11.15 K,13213,16,25.00,0.5335,-99.39,0.00007925,-99.44
TagCoin,0.3855,0.0147,5.03,- 96.45,122032,94.44 K,0.00,5,73,42.00,3.11,-99.53,0.0028,-99.93
ANON,0.6633,0.0123,- 13.05,- 97.86,142041,93.27 K,6.65,258,14,17.00,0.6949,-98.23,0.0001,-98.45
AdHIve,0.0552,0.0007,- 36.09,- 98.96,70068,93.26 K,103.98,126,20,25.00,0.0876,-99.19,0.00001000,-99.00
Auctus,0.5829,0.0031,5.79,- 99.50,94058,92.85 K,839.21,194,19,33.00,1.23,-99.75,0.0001,-99.68
CROAT,0.0110,0.0013,22.49,- 86.52,128803,92.43 K,21.99,199,16,58.00,0.0183,-93.08,0.00000475,-96.42
Monarch,0.0052,0.0036,- 4.62,- 26.20,120440,91.59 K,13.77 K,44150,3,8.00,0.0391,-90.83,0.00000463,-89.63
RefToken,7.09,0.0910,- 9.37,- 98.72,134258,91.49 K,0.00,20,22,33.00,57.55,-99.84,0.0050,-99.76
Unify,0.0061,0.0050,- 12.18,- 19.81,106135,90.70 K,3.96 K,2432,29,58.00,0.6538,-99.24,0.00004249,-98.42
Tokenbox,1.21,0.0079,- 26.48,- 99.23,126176,90.22 K,9.16 K,11991,22,33.00,1.14,-99.31,0.0001,-99.19
MktCoin,0.0243,0.00007453,- 34.59,- 99.41,192850,90.14 K,502.81,1421,22,42.00,0.1859,-99.96,0.00001684,-99.94
Blockcat,1.06,0.0122,- 18.89,- 98.85,67629,89.66 K,0.00,12,28,33.00,6.50,-99.81,0.0010,-99.84
LanaCoin,0.00002277,0.00007277,- 29.65,219.58,106144,89.29 K,0.00,1,43,58.00,0.0052,-98.59,0.00000031,-96.82
Coinlancer,0.3471,0.0011,- 41.00,- 99.68,158802,88.67 K,40.35,2460,23,42.00,0.4158,-99.73,0.00003659,-99.59
Emphy,0.1234,0.0112,- 23.00,- 95.46,59121,88.53 K,154.18,327,25,42.00,1.24,-99.10,0.00008756,-98.29
Bitblocks,0.0028,0.0007,- 6.15,- 68.70,72457,87.64 K,940.31,8574,16,33.00,0.0133,-94.39,0.00000208,-95.18
Menlo One,0.0081,0.0003,- 23.04,- 98.17,75286,87.06 K,21.56,96,13,33.00,0.0066,-95.61,0.00000132,-96.98
Block-Logic,0.0133,0.0038,1.65,- 78.51,86589,86.94 K,120.73,66,12,25.00,0.3827,-99.01,0.00007980,-99.36
Bitcoin Fast,0.0078,0.0072,- 82.49,- 8.42,62941,86.90 K,994.54,159,2,8.00,0.0096,-25.65,0.00000116,-17.32
Photon,0.00000533,0.00000275,- 4.78,- 39.33,110266,86.88 K,0.00,32,66,42.00,0.0009,-99.70,0.00000006,-100.00
WABnetwork,0.0007,0.00000960,- 15.48,- 97.91,106647,86.32 K,5.45 K,2487,16,25.00,0.0047,-99.79,0.00000068,-100.00
GoPower,0.0029,0.0010,- 4.04,- 49.37,184000,84.82 K,443.16,499,8,33.00,0.0092,-88.64,0.00000115,-87.88
Opus,0.0565,0.0006,0.3555,- 98.65,170453,84.67 K,83.75,124,27,50.00,0.2187,-99.72,0.00001704,-99.53
WavesGo,0.0454,0.0112,- 6.51,- 73.76,113113,84.41 K,0.00,1,31,58.00,0.3621,-96.90,0.00009986,-98.49
Vivid Coin,0.1850,0.0130,- 30.85,- 96.52,67879,83.98 K,385.81,14,16,42.00,0.2645,-95.08,0.00004088,-95.72
Zeitcoin,0.00000600,0.00000225,- 30.14,- 66.67,174436,83.22 K,27.95,22,68,25.00,0.0007,-99.67,0.00000025,-100.00
Bitclave,0.1109,0.0002,- 17.21,- 99.85,91664,82.22 K,0.00,30,23,33.00,0.3161,-99.95,0.00002161,-99.91
HeroNode,0.0282,0.00007635,- 22.47,- 99.70,128493,82.02 K,2.37 K,5794,18,25.00,0.0297,-99.74,0.00000385,-99.74
Newton Coin Project,0.00002676,0.00000045,- 13.95,- 98.40,189303,81.90 K,20.15,82,16,33.00,0.00004268,-98.94,0.00000001,-100.00
Neutral Dollar,1.01,1.01,N/A,1.19,117293,81.90 K,15.41 K,4334,2,0.00,1.32,-23.56,0.0002,-9.73
PopularCoin,0.00000491,0.00002046,- 20.25,307.44,183100,81.44 K,9.35,32,67,50.00,0.0034,-99.40,0.00000025,-100.00
Spectiv,0.0173,0.0003,- 19.32,- 98.64,75296,81.02 K,2.26 K,2427,20,42.00,0.0633,-99.60,0.00000675,-99.56
StrongHands Masternode,0.4202,0.0476,- 22.37,- 89.11,82885,80.31 K,244.03,313,11,17.00,1.13,-95.78,0.0001,-95.72
PKG Token,0.00001739,0.00000892,- 11.96,- 52.79,123209,79.99 K,14.22 K,15229,16,33.00,0.0006,-98.48,0.00000008,-100.00
Obsidian,0.2803,0.0011,- 29.70,- 99.60,78113,79.96 K,0.00,0,26,33.00,2.63,-99.96,0.0002,-99.92
Elysian,0.0180,0.0008,- 0.78,- 95.46,101299,79.58 K,869.71 K,318505,17,50.00,0.0225,-96.40,0.00000275,-96.00
MyBit,3.30,0.0005,- 11.65,- 99.98,92925,78.87 K,1.77 K,1238,27,42.00,14.01,-100.00,0.0010,-99.99
PAYCENT,0.0842,0.0055,- 49.34,- 93.27,84996,78.64 K,109.98 K,178729,14,25.00,0.2155,-97.46,0.00003279,-97.74
Dollar International,0.0153,2.26,13.73,34996.37,48669,78.05 K,143.54 K,70251,35,17.00,6.32,-64.24,0.0009,-64.49
Iungo,0.4793,0.0019,- 18.59,- 99.60,80278,77.42 K,50.47,517,22,33.00,0.3297,-99.41,0.00003434,-99.24
More Coin,1.78,0.0386,- 12.01,- 98.11,80805,77.27 K,659.24,1848,30,25.00,3.82,-98.99,0.0009,-99.42
Adelphoi,0.2248,0.0037,- 17.09,- 98.55,82053,77.13 K,215.24,262,30,25.00,0.5286,-99.30,0.00005174,-99.03
Rimbit,0.0053,0.0004,- 11.98,- 92.66,54106,77.06 K,0.00,0.7500,61,58.00,0.8536,-99.95,0.0040,-100.00
BlockMesh,0.0354,0.0003,- 17.94,- 99.33,94029,77.03 K,261.96,1491,18,33.00,0.0283,-99.00,0.00000397,-98.99
Mincoin,0.0990,0.0127,18.13,- 87.07,110145,76.76 K,0.00,27,79,50.00,0.8459,-98.50,0.0027,-99.94
eSDChain,0.0182,0.0008,- 13.82,- 94.13,114840,76.68 K,1.10 K,1204,16,33.00,0.0196,-96.00,0.00000465,-97.64
ALLUVA,0.0083,0.0089,29.02,7.32,73867,76.06 K,3.58,4428,6,33.00,0.0272,-67.11,0.00000279,-56.94
Taklimakan Network,0.0061,0.0014,- 39.66,- 77.94,93848,75.58 K,23.72 K,15287,3,8.00,0.0087,-84.39,0.00000086,-78.95
WPP TOKEN,0.0043,0.0003,- 11.42,- 89.61,133380,75.39 K,5.55 K,1718,7,25.00,0.0043,-92.69,0.00000073,-94.54
Freyrchain,0.0182,0.0002,14.90,- 99.17,75732,75.31 K,0.00,3,19,33.00,0.0202,-99.25,0.00000237,-99.16
Galilel,0.0093,0.0041,- 22.44,- 50.98,93037,75.21 K,74.67,119,8,17.00,0.0671,-93.86,0.00000719,-92.35
Bonpay,1.30,0.0066,- 12.33,- 99.50,83851,73.96 K,1.96 K,2091,24,33.00,2.29,-99.71,0.0002,-99.48
Ignition,26.14,0.0596,- 16.63,- 99.76,77805,73.68 K,0.8600,35,23,50.00,42.34,-99.86,0.0039,-99.80
Universal Currency,0.0004,0.0046,- 23.73,888.45,80985,73.61 K,0.00,0,55,50.00,1.82,-99.75,0.0002,-99.68
Transcodium,0.1363,0.0013,- 33.01,- 99.07,111359,73.50 K,84.95 K,91125,19,50.00,0.1284,-99.02,0.00001646,-98.97
JSECOIN,0.0025,0.0002,- 16.84,- 91.57,83908,72.75 K,10.35,27,14,33.00,0.0058,-97.19,0.00000105,-98.10
Blockburn,0.1405,0.1023,- 4.93,- 44.22,43070,72.50 K,36.49 K,129024,4,17.00,0.5441,-81.19,0.00005087,-72.99
Zennies,0.0021,0.00007192,- 27.90,- 96.54,140368,71.98 K,0.00,3,32,50.00,0.0042,-98.29,0.00000187,-99.47
Elcoin,0.0747,0.0064,- 35.04,- 91.43,81920,71.76 K,197.38,202,43,42.00,0.2977,-97.85,0.0002,-99.50
Powercoin,0.0004,0.00000734,- 59.05,- 98.01,89119,70.96 K,0.00,25,42,33.00,0.0005,-98.64,0.00000093,-100.00
Niobio Cash,0.0018,0.0005,- 24.37,- 70.92,82919,70.85 K,168.32,146,16,17.00,0.0190,-97.33,0.00000355,-98.03
BitBar,100.59,1.62,- 10.11,- 98.29,78162,70.49 K,140.32,250,79,33.00,200.87,-99.19,0.4648,-99.95
MyWish,0.2515,0.0115,- 17.68,- 95.61,79741,69.80 K,500.11,451,24,42.00,3.00,-99.62,0.0002,-99.26
BLOC.MONEY,0.0568,0.0055,- 0.32,- 89.26,86882,69.70 K,165.84,353,14,33.00,0.0776,-92.90,0.00001199,-93.83
TokenStars,0.4529,0.0059,- 32.87,- 98.66,164836,69.70 K,6.61 K,5135,19,50.00,0.2595,-97.73,0.00003123,-97.47
Narrative,0.0095,0.0016,- 33.90,- 83.47,75287,69.58 K,65.49,154,16,25.00,0.0511,-96.93,0.00000754,-97.22
Kalkulus,0.0658,0.0041,- 11.16,- 93.74,78970,69.49 K,50.56 K,56915,16,33.00,0.0728,-94.37,0.00001184,-95.35
AirWire,0.0610,0.0006,- 2.06,- 99.04,76415,69.47 K,975.40,793,14,8.00,0.0781,-99.26,0.00001215,-99.34
Patron,0.0717,0.0002,13.14,- 99.42,79200,69.40 K,409.57,1300,18,25.00,0.0931,-99.81,0.00001249,-99.84
Bitradio,0.0904,0.0084,- 11.70,- 90.52,80185,68.62 K,28.07,71,29,42.00,1.32,-99.36,0.00009499,-98.81
EtherGem,0.0199,0.0035,- 29.76,- 81.11,90333,68.58 K,6.48 K,7405,16,17.00,0.1236,-97.15,0.00001995,-97.64
Bitzeny,0.0001,0.0009,- 13.02,1198.04,155554,67.81 K,63.79,184,53,42.00,0.4012,-99.78,0.00002718,-99.56
PutinCoin,0.0001,0.00007444,- 38.84,4.16,106077,67.19 K,1.07,38,41,58.00,0.0432,-99.83,0.00002732,-99.96
Alt.Estate token,0.0014,0.00009241,8.33,- 93.44,81906,66.92 K,0.00,15,14,58.00,0.0011,-91.63,0.00000017,-94.17
BoatPilot Token,0.0034,0.0009,- 27.66,- 66.70,56312,66.82 K,1.22 K,1558,8,33.00,0.0166,-94.56,0.00000407,-97.05
Rapidz,0.0019,0.0006,- 22.51,- 68.63,0,65.60 K,6.91 K,16386,2,0.00,0.0021,-72.26,0.00000023,-65.26
bitBTC,406.55,1897.68,- 9.13,397.58,77393,65.23 K,0.00,0,62,33.00,23544.40,-91.94,2.62,-90.26
Oxycoin,0.1967,0.00006934,- 59.35,- 99.97,72766,64.62 K,6.59,14,25,33.00,0.3449,-99.98,0.00002630,-99.96
DogeCash,0.0665,0.0179,18.01,- 78.49,110529,64.58 K,51.24,185,11,33.00,0.3214,-94.44,0.00004415,-94.56
SwiftCash,0.0025,0.0006,- 23.96,- 76.39,79920,64.27 K,9.81,86,7,0.00,0.0046,-86.97,0.00000055,-85.45
Swing,0.0168,0.0146,- 8.41,- 18.97,70164,63.93 K,0.7900,25,50,42.00,0.3839,-96.20,0.0003,-99.42
ETHplode,0.0154,0.0015,- 45.07,- 90.63,65295,63.26 K,6.58 MM,15946279,5,17.00,0.0354,-95.88,0.00000373,-94.64
MicroMoney,0.5012,0.0040,- 2.83,- 99.27,62410,63.21 K,8.31 K,11395,24,33.00,2.18,-99.82,0.0002,-99.65
Kobocoin,0.0008,0.0025,- 7.68,233.88,67753,62.57 K,0.00,0,58,42.00,0.1868,-98.64,0.00006624,-99.49
Cashpayz Token,0.0039,0.0146,- 21.24,275.13,59027,62.36 K,0.00,6,4,17.00,0.0344,-57.51,0.00000340,-42.37
Leadcoin,0.0875,0.00007874,- 12.30,- 99.91,68348,61.76 K,0.00,5,21,33.00,0.0612,-99.87,0.00000722,-99.86
EDRCoin,0.9758,0.0211,- 38.87,- 98.29,110174,61.75 K,242.45,2165,44,50.00,16.47,-99.87,0.0308,-99.99
GINcoin,6.73,0.0080,- 24.50,- 99.90,70540,61.32 K,1.85 K,1723,18,25.00,15.73,-99.95,0.0024,-99.96
Helpico,13.51,2.55,- 48.06,- 80.77,53316,60.21 K,16.10 K,21874,4,8.00,14.55,-82.49,0.0014,-75.81
GlobalToken,0.0013,0.0007,- 42.33,- 44.44,107016,60.05 K,29.69,86,29,50.00,0.0374,-98.21,0.00000710,-98.73
Webchain,0.0016,0.0004,- 29.38,- 82.08,50651,60.00 K,326.13,86,14,25.00,0.0104,-96.46,0.00000164,-96.95
InsaneCoin,0.0918,0.0025,- 32.86,- 97.36,65122,59.02 K,188.76,194,31,42.00,0.4511,-99.46,0.0001,-99.68
BitSend,0.0182,0.0023,- 35.18,- 86.12,71139,58.91 K,314.63,362,66,42.00,1.91,-99.88,0.0002,-99.81
NEOX,2.81,0.0548,- 2.88,- 98.00,530444,58.72 K,0.00,0,7,25.00,3.18,-98.28,0.0004,-98.16
Opal,0.0010,0.0039,- 39.46,54.15,81366,58.67 K,6.92,2240,63,17.00,0.1760,-97.80,0.00005592,-99.07
Profile Utility Token,1.02,0.0013,- 30.57,- 99.95,70862,58.60 K,5.93 K,5269,23,33.00,2.82,-99.95,0.0002,-99.93
Webcoin,0.0020,0.0013,- 13.42,- 34.03,168600,58.58 K,31.95 K,66555,16,25.00,0.0603,-97.81,0.00000954,-98.11
EveriToken,0.0596,0.0080,- 40.40,- 87.62,93128,57.83 K,82.63 K,137282,4,0.00,0.0653,-87.80,0.00000623,-82.83
Anoncoin,0.0281,0.0274,- 21.54,- 55.46,67780,57.72 K,54.23,14,77,17.00,11.97,-99.77,0.0112,-99.97
EurocoinToken,0.1370,0.0346,- 20.59,- 75.38,65429,57.68 K,85.72,78,10,17.00,0.3764,-90.82,0.00004868,-90.47
Megacoin,0.0025,0.0015,- 22.31,- 34.65,83567,57.14 K,494.62,7,77,50.00,2.60,-99.94,0.0023,-99.99
Rupee,0.0010,0.0015,- 33.82,42.94,65787,56.87 K,0.0200,22,29,33.00,0.7492,-99.79,0.00006988,-99.70
Scanetchain,0.0037,0.00006762,- 28.81,- 97.61,30995,56.77 K,543.56,33679,9,17.00,0.0076,-99.11,0.00000189,-99.47
Social Activity Token,0.0009,0.0004,- 19.06,- 52.71,63858,56.71 K,0.8900,13,12,42.00,0.0019,-76.60,0.00000052,-88.44
Centauri,0.0292,0.0013,- 11.23,- 95.97,76872,56.57 K,123.20,318,11,8.00,0.0420,-96.99,0.00001206,-98.59
Signals Network,0.0254,0.0006,15.20,- 96.62,86948,56.51 K,63.46,11,18,33.00,0.0373,-98.28,0.00000986,-99.09
Yocoin,0.0081,0.0002,- 25.89,- 97.40,163277,56.00 K,2.20 K,2066,46,33.00,0.3438,-99.96,0.0005,-100.00
HyperQuant,0.0225,0.0006,- 14.62,- 97.49,76201,55.78 K,299.34 K,230089,12,33.00,0.0207,-97.13,0.00000588,-98.64
Japan Content Token,0.0472,0.0002,- 89.56,- 99.62,35320,55.76 K,157.34,1264,8,17.00,0.3812,-99.95,0.00006435,-99.95
Golos Gold,0.0368,0.0044,- 30.27,- 90.19,47685,55.71 K,133.61,44,34,33.00,0.4469,-99.01,0.0002,-99.64
SportyCo,0.2272,0.0010,7.20,- 99.55,57114,55.27 K,397.69,421,24,33.00,0.7349,-99.86,0.00005174,-99.73
Viuly,0.0016,0.00007160,- 12.00,- 95.39,64112,55.26 K,0.00,0.4286,24,50.00,0.1045,-99.93,0.00000747,-99.87
Waletoken,0.00002317,0.00000276,15.69,- 88.11,51239,54.96 K,6.14 K,15786,13,33.00,0.00002062,-86.62,0.00000000,-100.00
Bitcoin Turbo Koin,0.00005987,0.00000309,- 10.04,- 94.84,91552,54.88 K,0.00,336,16,50.00,0.0001,-97.06,0.00000002,-100.00
DraftCoin,0.0877,0.0063,- 25.15,- 91.97,53394,54.60 K,0.2100,117,48,33.00,6.62,-99.91,0.0005,-99.83
InvestFeed,0.0447,0.0003,- 30.44,- 99.36,59707,54.52 K,0.00,13,28,25.00,0.3283,-99.91,0.00002439,-99.84
ChessCoin,0.0008,0.0010,- 12.07,28.34,54504,54.52 K,0.00,7,41,33.00,0.0202,-95.02,0.00000690,-97.97
Jetcoin,0.7303,0.0073,- 37.78,- 99.01,67117,53.90 K,30.92 K,25418,29,67.00,1.08,-99.33,0.0003,-99.67
Naviaddress,0.0244,0.0002,- 17.53,- 99.24,45778,53.87 K,26.54,9,18,17.00,0.0223,-99.00,0.00000290,-98.97
ProxyNode,0.0541,0.0004,- 22.11,- 99.07,101720,53.45 K,48.37,183,11,17.00,0.1434,-99.74,0.00003886,-99.87
CaixaPay,0.2514,0.0007,- 27.17,- 99.68,87940,52.86 K,139.13,359,22,17.00,0.1827,-99.63,0.00002192,-99.59
Cryptonite,0.0449,0.00007444,- 11.19,- 99.84,69249,52.74 K,1.33,0.6786,64,42.00,0.0744,-99.90,0.00003329,-99.97
Magic Cube Coin,0.0065,0.0004,- 44.39,- 93.12,114028,52.15 K,11.08 K,140784,5,0.00,0.0046,-90.43,0.00000045,-86.72
Ethereum Gold Project,0.00001335,0.00000887,- 23.00,- 21.96,66719,51.99 K,56.61,17197,7,33.00,0.0001,-92.23,0.00000001,-100.00
BitNautic Token,0.0085,0.0028,- 17.95,- 66.29,54339,51.57 K,167.72 K,94634,12,42.00,0.0557,-94.93,0.00001490,-97.45
TransferCoin,0.0013,0.0063,- 30.86,418.24,66732,51.10 K,161.75,243,51,25.00,4.25,-99.85,0.0004,-99.79
Daneel,0.0167,0.0025,- 16.36,- 85.54,64153,50.72 K,10.94,192,19,42.00,0.4386,-99.43,0.00004714,-99.28
FundRequest,0.2492,0.0011,- 9.77,- 99.57,58337,50.67 K,0.00,5,18,50.00,0.2060,-99.49,0.00002742,-99.49
GCNCoin,0.00000004,0.00000029,- 23.03,774.55,91500,50.50 K,7.06,63,61,50.00,0.0002,-99.86,0.00000001,-100.00
PRASM,0.0038,0.00002244,- 51.23,- 99.20,91788,50.48 K,0.00,8,16,25.00,0.0046,-99.51,0.00000071,-100.00
Adzcoin,0.0133,0.0010,- 8.13,- 92.39,57316,50.31 K,0.00,0.3333,47,33.00,0.1611,-99.37,0.0004,-99.96
Arion,0.0091,0.0043,- 4.60,- 56.28,46481,49.90 K,126.78,246,16,50.00,0.0378,-88.58,0.00000580,-90.00
Doge Token,0.00000394,0.00000558,- 6.99,69.69,67911,49.66 K,0.00,0.3929,7,25.00,0.0003,-98.10,0.00000003,-100.00
Advanced Internet Blocks,0.0020,0.0015,- 30.53,3.54,69327,49.57 K,1.60,855,55,42.00,0.0714,-97.89,0.00003270,-99.39
Quantis Network,0.0497,0.0002,- 32.03,- 99.41,94058,48.99 K,201.65,403,14,25.00,0.4769,-99.95,0.00007423,-99.96
Hurify,0.1069,0.0002,- 15.79,- 99.94,23277,48.96 K,0.00,90,18,33.00,0.0912,-99.78,0.00001384,-99.78
DOWCOIN,0.4565,0.0041,96.29,- 99.11,49327,47.84 K,1.50 K,942,15,42.00,0.5646,-99.28,0.00007665,-99.30
XDNA,0.6631,0.0113,31.31,- 98.26,76828,47.76 K,218.06,237,16,25.00,0.9600,-98.82,0.0002,-99.00
OPCoinX,0.0030,0.0003,- 22.65,- 90.11,50411,47.63 K,0.00,17,16,42.00,0.0119,-97.54,0.00000187,-97.86
Kuverit,0.00005076,0.00004042,- 31.90,- 4.53,0,47.53 K,22.54 K,10212,1,0.00,0.0002,-79.79,0.00000003,-63.92
The Currency Analytics,0.0374,0.0004,- 42.55,- 98.95,62214,47.16 K,42.45 K,41768,10,8.00,0.0124,-96.82,0.00000321,-98.44
Voise,0.0170,0.00008554,22.00,- 99.50,46530,46.99 K,0.00,0.2857,26,42.00,0.1678,-99.95,0.00001209,-99.92
Evil Coin,0.0001,0.0022,- 12.45,2121.81,53311,46.94 K,10.14,0.7500,46,58.00,0.0952,-97.65,0.00000694,-95.68
SIMDAQ,0.0212,0.0027,- 23.25,- 78.39,111080,46.94 K,0.00,15,14,33.00,0.0509,-94.76,0.00000781,-95.39
Datarius Credit,0.0041,0.0004,- 5.22,- 92.47,54679,46.41 K,299.73,95,18,33.00,0.0140,-97.40,0.00000182,-97.25
Castle,0.0308,0.0030,2.92,- 90.94,50039,46.41 K,1.46,27,14,42.00,0.1703,-98.25,0.00004339,-99.08
BBSCoin,0.00000140,0.00000055,- 7.52,- 47.84,53643,46.18 K,11.74,63,15,25.00,0.00004072,-98.64,0.00000001,-100.00
BLAST,0.0036,0.0008,- 19.38,- 77.70,60024,45.13 K,34.54,54,14,25.00,0.0071,-88.38,0.00000085,-87.06
Asian Dragon,0.0028,0.0011,- 11.90,- 77.41,68443,45.10 K,48.57,189,4,8.00,0.0025,-55.38,0.00000031,-50.96
WXCOINS,2.87,0.0078,- 15.86,- 99.72,53685,44.97 K,0.0900,53,14,42.00,3.34,-99.77,0.0007,-99.85
Paymon,0.0028,0.00007347,28.87,- 94.77,94012,44.91 K,0.00,106,18,25.00,0.0043,-98.30,0.00000065,-98.47
Kind Ads Token,0.1807,0.0011,21.53,- 99.56,46193,44.71 K,221.33,858,16,42.00,0.1090,-99.03,0.00002812,-99.50
BTCtalkcoin,0.0039,0.0007,- 13.46,- 82.26,49760,44.62 K,0.00,0.3214,67,33.00,0.0298,-97.71,0.00001418,-99.37
BriaCoin,0.0138,0.0600,- 22.63,261.56,61822,44.61 K,57.48,4039,29,33.00,8.80,-99.32,0.0021,-99.62
InterValue,0.0164,0.0003,- 25.62,- 97.92,53165,44.19 K,31.74 K,35774,13,25.00,0.0137,-97.48,0.00000247,-97.98
Fire Lotto,0.0727,0.0016,- 24.83,- 97.69,57723,44.06 K,0.00,200,15,17.00,0.0974,-98.35,0.00001492,-98.53
Deutsche eMark,0.1172,0.0008,- 25.89,- 99.37,44943,43.99 K,33.07,53,72,42.00,0.5006,-99.84,0.0008,-99.99
MODEL-X-coin,0.0799,0.0036,- 8.15,- 92.96,65268,43.96 K,20.22,5,13,58.00,0.2016,-98.19,0.00005053,-99.03
UChain,0.0115,0.0001,- 43.06,- 98.75,120349,43.74 K,14.39 K,35342,15,25.00,0.0132,-98.91,0.00000203,-99.01
ATB Coin,1.13,0.0010,- 18.91,- 99.91,51126,43.58 K,42.15 K,49189,26,42.00,1.40,-99.93,0.0003,-99.96
PRiVCY,0.0719,0.0026,- 11.06,- 95.78,52156,43.53 K,76.35,51,16,50.00,0.0673,-96.08,0.00000963,-96.37
BitBar,100.59,1.62,- 10.11,- 98.29,78162,70.49 K,140.32,250,79,33.00,200.87,-99.19,0.4648,-99.95
MyWish,0.2515,0.0115,- 17.68,- 95.61,79741,69.80 K,500.11,451,24,42.00,3.00,-99.62,0.0002,-99.26
BLOC.MONEY,0.0568,0.0055,- 0.32,- 89.26,86882,69.70 K,165.84,353,14,33.00,0.0776,-92.90,0.00001199,-93.83
TokenStars,0.4529,0.0059,- 32.87,- 98.66,164836,69.70 K,6.61 K,5135,19,50.00,0.2595,-97.73,0.00003123,-97.47
Narrative,0.0095,0.0016,- 33.90,- 83.47,75287,69.58 K,65.49,154,16,25.00,0.0511,-96.93,0.00000754,-97.22
Kalkulus,0.0658,0.0041,- 11.16,- 93.74,78970,69.49 K,50.56 K,56915,16,33.00,0.0728,-94.37,0.00001184,-95.35
AirWire,0.0610,0.0006,- 2.06,- 99.04,76415,69.47 K,975.40,793,14,8.00,0.0781,-99.26,0.00001215,-99.34
Patron,0.0717,0.0002,13.14,- 99.42,79200,69.40 K,409.57,1300,18,25.00,0.0931,-99.81,0.00001249,-99.84
Bitradio,0.0904,0.0084,- 11.70,- 90.52,80185,68.62 K,28.07,71,29,42.00,1.32,-99.36,0.00009499,-98.81
