Name,MC #,Symbol,Price,BTC,1h,24h,7d,14d,30d,45d,90d,200d,Mkt. Cap,MCAP BTC,24h Vol,24h Vol BTC,Circ. Supply,Total Supply,Max. Supply,Team,Advisors,Brand/Buzz,Product,Coin,Social,Communication,Business,GitHub,GitHub,Avg. volume,Age (mo),Winning months
VIVO,1378,VIVO,0.0120,0.00000152,-0.13,-9.04,0.10,-33.02,-34.65,-45.83,-75.25,-96.48,49.83 K,$ 49.83 K,38.39,$ 38.39,4.149 MM,"4,969,261",--,51.95,---,---,30,83,24,5,100,---,70,183,17,17
Ontology,20,ONT,1.46,0.00018428,0.09,-6.68,43.30,139.23,129.55,98.78,-12.76,-58.55,722.56 MM,$ 722.56 MM,169.64 MM,$ 169.64 MM,495.004 MM,"1,000,000,000",--,51.90,43,0,40,28,59,70,100,80,---,"21,639,352",11,11
ZrCoin,341,ZRC,2.11,0.00026690,0.42,-6.37,0.11,11.06,-6.09,-4.98,15.17,23.77,8.53 MM,$ 8.53 MM,101.42 K,$ 101.42 K,4.034 MM,"4,988,893",--,51.90,24,25,30,53,70,5,100,60,---,"23,110",20,20
Vitae,251,VITAE,0.8715,0.00011002,-0.11,43.59,84.58,-0.78,-26.23,-33.83,-52.11,-52.11%,13.56 MM,$ 13.56 MM,53.25 K,$ 53.25 K,15.565 MM,"15,566,674",--,51.90,43,0,30,71,55,25,70,---,55,"17,367",6,6
Tokes,794,TKS,0.3196,0.00004035,-0.12,4.48,-0.92,19.01,29.66,-3.00,-25.03,-65.62,1.10 MM,$ 1.10 MM,32.65 K,$ 32.65 K,3.456 MM,"50,000,000",--,51.90,31,0,30,48,62,90,100,40,---,851,22,22
HEAT,760,HEAT,0.0316,0.00000399,-0.13,-3.04,20.17,185.39,71.92,75.76,-6.23,-63.08,1.28 MM,$ 1.28 MM,556.00,$ 556.00,40.581 MM,"40,580,883",--,51.85,28,0,50,77,50,45,100,30,---,223,31,31
BunnyCoin,1110,BUN,0.00000235,0.0000,0.00,0.00000000,51.45,-7.50,-35.36,-31.45,-63.25,-77.17,242.20 K,$ 242.20 K,0.00,$ 0.00,103.037 Bn,"103,036,607,564",--,51.85,---,---,30,78,49,5,0,---,50,100,53,53
BitRewards,1259,BIT,0.0003,0.00000004,-0.23,-12.31,-16.54,-42.15,-51.72,-58.44,-79.23,-79.23%,115.30 K,$ 115.30 K,7.55 K,$ 7.55 K,341.119 MM,"544,070,956",--,51.85,100,100,50,73,55,5,100,---,5,"13,546",6,6
AVINOC,832,AVINOC,0.0024,0.00000030,-0.13,9.46,32.69,-68.96,-64.46,-73.69,-84.53,-84.53%,921.39 K,$ 921.39 K,536.74,$ 536.74,389.011 MM,"1,000,000,000",--,51.80,83,75,80,63,60,5,100,---,0,488,6,6
Flixxo,719,FLIXX,0.0193,0.00000243,-0.11,-1.90,12.53,22.29,-5.31,-10.46,-46.79,-62.55,1.53 MM,$ 1.53 MM,4.15 K,$ 4.15 K,79.624 MM,"189,151,329",--,51.80,63,50,50,58,66,95,100,---,0,"2,392",14,14
ShopZcoin,1668,SZC,0.0006,0.00000008,-0.12,11.09,42.33,-85.67,-93.58,-91.91,-96.14,-96.14%,0.00,$ 0.00,737.25,$ 737.25,0.000,"1,634,623,647","2,000,000,000",51.80,---,---,50,98,41,25,100,---,15,"4,068",4,4
RIF Token,140,RIF,0.0709,0.00000895,-1.06,-3.68,-10.73,-43.42,-43.42%,,,,31.01 MM,$ 31.01 MM,280.43 K,$ 280.43 K,437.252 MM,"1,000,000,000",--,51.80,64,25,15,72,57,0,100,40,---,"252,642",1,1
LightChain,1587,LIGHT,0.00003042,0.0000,-1.87,2.97,16.00,-14.62,-19.01,-31.95,-75.89,-95.38,0.00,$ 0.00,1.03 MM,$ 1.03 MM,105.000 Bn,"210,000,000,000",--,51.75,43,0,30,98,44,0,70,---,50,"213,206",13,13
Blockpass,865,PASS,0.0069,0.00000087,0.11,1.99,15.27,6.89,201.53,131.28,23.22,23.22%,813.39 K,$ 813.39 K,21.71 K,$ 21.71 K,117.666 MM,"1,000,000,000",--,51.75,59,75,35,31,61,25,100,50,---,"1,283",6,6
Auctus,953,AUC,0.0178,0.00000225,-1.88,12.64,47.48,29.84,-20.03,-22.77,-74.94,-88.84,531.85 K,$ 531.85 K,14.62 K,$ 14.62 K,29.814 MM,"65,829,658",--,51.75,35,50,50,69,47,5,100,50,---,"10,103",10,10
Gold Poker,1380,GPKR,0.0156,0.00000198,-7.85,13.02,-23.27,-74.31,-77.67,-85.48,-95.33,-95.33%,48.97 K,$ 48.97 K,1.74 K,$ 1.74 K,3.130 MM,"3,931,316","33,333,333",51.75,---,---,30,100,51,45,70,---,10,"12,730",6,6
Cyber Movie Chain,1494,CMCT,0.00000081,0.0000,-0.23,11.58,-54.98,110.45,200.43,95.20,-95.64,-95.64%,16.20 K,$ 16.20 K,6.41 K,$ 6.41 K,20.000 Bn,"20,000,000,000",--,51.75,28,25,0,59,58,50,100,80,---,"2,141",4,4
Anoncoin,1013,ANC,0.1824,0.00002303,-0.11,3.79,-45.15,-63.67,-79.39,-81.58,-90.59,-84.09,384.91 K,$ 384.91 K,78.32,$ 78.32,2.110 MM,"2,110,317",--,51.65,14,0,50,84,52,5,100,50,---,494,67,67
Golos,929,GOLOS,0.0050,0.00000063,-0.38,-27.02,-13.17,-39.92,-48.72,-53.99,-71.73,-89.88,618.14 K,$ 618.14 K,529.07,$ 529.07,124.519 MM,"124,518,891",--,51.65,32,0,40,78,37,5,100,100,---,"3,581",26,26
HeroNode,1009,HER,0.0004,0.00000005,-1.60,8.56,-4.21,-8.39,-32.01,-48.31,-84.54,-97.27,391.19 K,$ 391.19 K,49.65 K,$ 49.65 K,1.049 Bn,"2,000,000,000",--,51.65,83,75,30,51,40,0,100,---,70,"56,384",9,9
Akroma,1335,AKA,0.0033,0.00000042,-3.95,-8.50,-0.03,-69.34,-74.79,-81.11,-95.12,-95.12%,64.03 K,$ 64.03 K,2.49 K,$ 2.49 K,19.177 MM,"19,177,485",--,51.65,63,0,30,63,37,0,70,---,90,"4,286",6,6
Maecenas,440,ART,0.1077,0.00001360,-3.24,23.40,19.94,648.15,567.23,129.98,-38.32,-62.32,5.21 MM,$ 5.21 MM,88.42 K,$ 88.42 K,48.347 MM,"100,000,000",--,51.60,46,75,25,43,67,40,100,20,---,"1,290",16,16
Grid+,386,GRID,0.1671,0.00002109,-0.28,-17.26,6.38,82.08,93.57,326.06,29.91,-30.89,6.56 MM,$ 6.56 MM,5.58 K,$ 5.58 K,39.236 MM,"300,000,000",--,51.55,59,75,30,43,67,0,70,50,---,687,15,15
DRP Utility,874,DRPU,0.2233,0.00002819,-0.08,-4.89,29.09,342.70,298.09,240.17,168.03,-1.34,788.32 K,$ 788.32 K,1.28 K,$ 1.28 K,3.530 MM,"3,530,373",--,51.55,45,50,30,79,41,45,100,30,---,232,12,12
Bitsum,1262,BSM,0.00007886,0.00000001,0.67,-3.00,-20.91,21.81,-2.08,-9.63,-69.53,-78.69,112.54 K,$ 112.54 K,57.87,$ 57.87,1.427 Bn,"1,844,674,407",--,51.55,---,---,10,100,43,20,100,---,30,128,10,10
Oxycoin,635,OXY,0.0023,0.00000029,0.73,-12.56,20.92,84.41,105.00,171.14,-39.94,-97.21,2.15 MM,$ 2.15 MM,60.29 K,$ 60.29 K,927.888 MM,"1,122,382,283",--,51.50,46,0,55,42,67,5,100,50,---,251,15,15
Solaris,817,XLR,0.6088,0.00007686,-0.89,-2.84,4.06,-32.18,-42.34,-42.36,-70.53,-80.57,1.02 MM,$ 1.02 MM,14.31 K,$ 14.31 K,1.678 MM,"1,677,742",--,51.50,0,0,50,78,48,20,100,---,50,"11,837",22,22
JET8,1023,J8T,0.0005,0.00000006,-0.11,-3.07,5.56,-22.37,-55.51,-59.84,-82.63,-94.40,376.17 K,$ 376.17 K,114.88 K,$ 114.88 K,824.315 MM,"1,468,857,775",--,51.50,80,100,15,43,65,25,100,0,---,"21,567",11,11
Actinium,1124,ACM,0.0219,0.00000276,-0.12,-1.96,20.21,-36.02,-47.99,-13.27,-67.67,-67.67%,228.94 K,$ 228.94 K,1.33 K,$ 1.33 K,10.477 MM,"10,477,150","84,000,000",51.50,---,---,10,75,37,20,70,---,70,"3,386",4,4
Grin,173,GRIN,2.18,0.00027492,1.34,0.16,9.30,9.30%,,,,,22.69 MM,$ 22.69 MM,21.76 MM,$ 21.76 MM,10.420 MM,"10,419,660",--,51.50,---,---,50,31,35,20,70,---,100,"7,420,958",0,0
SnowGem,880,XSG,0.0685,0.00000865,2.69,-15.19,-13.55,76.86,77.52,83.52,28.24,-66.24,778.13 K,$ 778.13 K,190.16 K,$ 190.16 K,11.356 MM,"84,096,000",--,51.45,43,0,10,78,42,20,100,---,70,"81,917",7,7
SegWit2x,1648,B2X,0.00000786,0.0000,1.30,6.53,-89.71,-88.26,-97.49,-99.19,-99.99,-100.00,0.00,$ 0.00,860.59,$ 860.59,0.000,"16,879,800","21,000,000",51.45,83,0,50,78,44,0,100,---,40,"101,034",16,16
Cryptonex,66,CNX,1.61,0.00020381,-0.07,-2.52,15.39,52.30,35.46,35.84,-21.58,-41.54,89.90 MM,$ 89.90 MM,20.26 MM,$ 20.26 MM,55.686 MM,"107,135,054","210,000,000",51.40,43,0,50,63,73,5,100,---,20,"5,565,552",16,16
Nxt,116,NXT,0.0416,0.00000526,-0.37,11.66,34.94,52.01,43.42,33.15,-37.52,-58.48,41.60 MM,$ 41.60 MM,1.98 MM,$ 1.98 MM,999.000 MM,"998,999,942","1,000,000,000",51.40,---,---,90,90,40,55,100,---,0,"283,307",62,62
All Sports,328,SOC,0.0062,0.00000079,0.22,-4.72,16.72,54.78,78.96,49.30,-44.69,-80.27,9.37 MM,$ 9.37 MM,1.21 MM,$ 1.21 MM,1.500 Bn,"1,500,000,000",--,51.40,40,0,50,58,66,70,100,---,20,"295,477",12,12
EtherInc,1344,ETI,0.0002,0.00000002,0.29,-5.81,4.88,-61.43,-79.30,-85.92,-96.27,-96.27%,60.37 K,$ 60.37 K,19.05 K,$ 19.05 K,311.779 MM,"986,647,635","997,528,142",51.40,54,100,35,62,32,45,100,50,---,"14,180",3,3
MicroBitcoin,1647,MBC,0.0001,0.00000001,-9.25,-8.65,28.21,0.94,134.16,-11.70,-78.88,-78.88%,0.00,$ 0.00,5.21 K,$ 5.21 K,0.000,"186,169,850,000","210,000,000,000",51.40,---,---,10,90,29,25,70,---,65,"4,309",3,3
Kcash,309,KCASH,0.0223,0.00000282,0.61,-5.27,1.56,360.20,356.19,320.55,58.50,-70.81,9.95 MM,$ 9.95 MM,7.39 MM,$ 7.39 MM,445.499 MM,"1,000,000,000",--,51.30,14,0,30,68,70,0,100,50,---,"230,112",13,13
CyberFM,1278,CYFM,0.00000189,0.0000,-0.13,1.24,62.85,-40.03,-53.40,-63.80,-84.54,-84.54%,96.88 K,$ 96.88 K,7.59 K,$ 7.59 K,51.200 Bn,"102,000,000,000",--,51.30,25,0,30,70,65,0,100,50,---,"10,240",6,6
CarBlock,1646,CAR,0.0014,0.00000018,0.61,8.37,46.65,44.44,69.97,35.51,-59.20,-94.44,0.00,$ 0.00,83.20 K,$ 83.20 K,0.000,"1,800,000,000",--,51.30,66,75,10,66,44,50,100,---,50,"42,742",7,7
Tolar,623,TOL,0.0093,0.00000118,-1.75,-6.29,37.95,122.01,124.98,24.25,-32.56,-32.56%,2.29 MM,$ 2.29 MM,421.32 K,$ 421.32 K,245.147 MM,"887,389,431",--,51.20,49,50,30,50,78,0,30,50,---,"266,712",4,4
Soarcoin,602,SOAR,0.0023,0.00000029,-0.13,17.45,25.25,30.77,-1.19,-20.18,-63.07,-92.56,2.48 MM,$ 2.48 MM,260.63,$ 260.63,1.080 Bn,"5,000,000,000","5,000,000,000",51.15,7,0,25,68,67,0,100,70,---,815,22,22
Incent,360,INCNT,0.1618,0.00002042,7.61,6.31,3.74,279.40,255.74,237.24,27.99,-39.19,7.44 MM,$ 7.44 MM,19.01 K,$ 19.01 K,46.017 MM,"46,016,598",--,51.15,28,0,30,63,67,5,100,50,---,324,26,26
Vice Industry Token,768,VIT,0.0030,0.00000088,0.00,0.00,30.20,-44.60,75.39,41.30,-41.91,-50.93,1.24 MM,$ 1.24 MM,0.00,$ 0.00,408.666 MM,"4,000,000,000",--,51.15,45,0,35,51,64,20,100,50,---,66,10,10
Local Coin Swap,723,LCS,0.0288,0.00000363,0.02,-11.98,-35.79,-15.48,-21.41,-31.24,-71.42,-71.42%,1.51 MM,$ 1.51 MM,12.80 K,$ 12.80 K,52.435 MM,"72,732,420",--,51.15,63,0,50,76,66,10,100,---,10,"124,487",6,6
HOdlcoin,1083,HODL,0.0012,0.00000015,-0.13,21.51,63.60,199.33,95.28,172.93,52.81,-10.97,275.60 K,$ 275.60 K,100.63,$ 100.63,232.525 MM,"250,000,000",--,51.15,---,---,10,93,24,5,70,---,70,13,35,35
WITChain,1279,WIT,0.00005750,0.00000001,-0.23,-0.21,48.40,60.26,-13.28,-12.92,-52.58,-52.58%,96.60 K,$ 96.60 K,20.49 K,$ 20.49 K,1.680 Bn,"2,000,000,000",--,51.15,18,25,20,88,61,0,100,30,---,"84,157",4,4
IPChain,393,IPC,0.0820,0.00001036,0.31,-3.12,14.05,5.70,-22.15,-28.34,-64.43,-82.87,6.34 MM,$ 6.34 MM,263.50 K,$ 263.50 K,77.278 MM,"91,677,851",--,51.15,40,0,10,88,44,5,100,---,60,"83,619",13,13
COBINHOOD,638,COB,0.0052,0.00000066,-5.83,-14.49,-25.75,-52.28,-60.18,-59.95,-80.30,-90.01,2.14 MM,$ 2.14 MM,26.79 K,$ 26.79 K,411.000 MM,"1,000,000,000",--,51.10,32,25,70,69,40,45,100,30,---,"13,581",16,16
Global Cryptocurrency,474,GCC,0.0035,0.00000044,-0.13,1.29,34.81,48.40,-41.42,102.86,237.75,10.15,4.35 MM,$ 4.35 MM,1.59 K,$ 1.59 K,1.250 Bn,"1,640,006,593","2,400,000,000",51.10,32,0,25,79,52,25,100,50,---,"15,418",24,24
BLOC.MONEY,1292,BLOC,0.0088,0.00000112,-5.70,3.99,-4.14,-36.48,-50.72,-62.05,-83.16,-83.16%,88.37 K,$ 88.37 K,613.02,$ 613.02,9.991 MM,"9,990,624",--,51.10,63,25,10,96,33,5,70,---,65,728,4,4
Bolivarcoin,1348,BOLI,0.0045,0.00000057,9.88,0.37,6.95,50.14,12.60,-8.62,-6.64,-58.33,60.08 K,$ 60.08 K,56.73,$ 56.73,13.269 MM,"13,268,837","25,000,000",51.10,---,---,80,78,43,25,100,---,15,697,41,41
Creditbit,1307,CRB,0.0049,0.00000062,1.51,12.13,21.53,-58.65,-36.17,-17.76,-36.00,-92.44,82.79 K,$ 82.79 K,249.89,$ 249.89,16.900 MM,"16,900,214",--,51.05,43,50,80,88,45,50,70,---,5,842,37,37
CatoCoin,1508,CATO,0.0023,0.00000029,-0.12,4.40,-62.43,-77.66,-81.10,-89.96,-98.25,-98.25%,12.53 K,$ 12.53 K,0.0300,$ 0.0300,5.470 MM,"5,469,887",--,51.00,21,25,25,90,57,70,70,0,---,"2,672",6,6
Zeusshield,609,ZSC,0.0021,0.00000026,0.55,8.30,18.43,84.90,32.79,34.61,-37.78,-78.65,2.40 MM,$ 2.40 MM,253.03 K,$ 253.03 K,1.153 Bn,"5,642,500,000",--,50.95,28,25,30,53,70,0,100,50,---,"32,548",16,16
Circuits of Value,705,COVAL,0.0017,0.00000021,-0.13,-10.15,-6.18,15.08,5.34,-3.23,-47.62,-55.27,1.66 MM,$ 1.66 MM,1.57 K,$ 1.57 K,1.000 Bn,"1,200,000,000",--,50.90,35,0,60,78,67,0,30,30,---,"3,926",48,48
InsurChain,1656,INSUR,0.0003,0.00000004,2.53,4.74,42.45,75.05,85.32,63.50,-28.17,-80.86,0.00,$ 0.00,310.56 K,$ 310.56 K,0.000,"20,000,000,000",--,50.90,17,75,25,68,57,0,100,50,---,"156,263",9,9
Scry.info,289,DDD,0.0252,0.00000319,-0.19,-7.39,37.90,19.79,14.77,6.51,-53.92,-88.72,11.11 MM,$ 11.11 MM,1.03 MM,$ 1.03 MM,440.057 MM,"1,000,000,000",--,50.85,80,25,10,68,78,55,100,---,0,"477,117",13,13
ClearPoll,990,POLL,0.0624,0.00000788,5.08,-17.07,-16.79,-19.36,-33.06,-31.08,-83.52,-90.46,436.75 K,$ 436.75 K,4.06 K,$ 4.06 K,7.000 MM,"8,999,992",--,50.85,34,100,30,53,59,55,100,0,---,"5,199",15,15
Agrello,307,DLT,0.1172,0.00001480,-0.74,1.20,47.52,-3.69,117.32,198.87,24.92,30.27,10.08 MM,$ 10.08 MM,2.37 MM,$ 2.37 MM,85.979 MM,"130,271,020",--,50.80,48,0,35,68,39,55,100,60,---,"6,213,402",17,17
Metronome,253,MET,1.47,0.00018580,-3.69,2.38,46.68,135.41,61.06,97.04,-18.64,-43.08,13.49 MM,$ 13.49 MM,348.37 K,$ 348.37 K,9.168 MM,"10,930,240",--,50.80,46,50,50,56,51,0,70,---,55,"226,594",7,7
BOX Token,327,BOX,0.0941,0.00001189,-0.29,-0.70,45.21,71.26,36.40,-0.73,-66.72,-66.72%,9.37 MM,$ 9.37 MM,267.15 K,$ 267.15 K,99.560 MM,"100,000,000",--,50.80,14,0,30,91,76,0,30,30,---,"3,266,166",4,4
Ternio,378,TERN,0.0208,0.00000262,-1.06,-6.34,16.61,104.81,67.27,61.46,-6.18,-64.21,6.94 MM,$ 6.94 MM,6.11 K,$ 6.11 K,334.162 MM,"922,811,615",--,50.80,86,100,50,51,66,20,100,---,5,"36,799",7,7
Karbo,893,KRB,0.1014,0.00001280,-0.14,0.59,23.76,59.15,36.02,28.30,-20.45,-61.22,755.76 K,$ 755.76 K,2.62 K,$ 2.62 K,7.456 MM,"7,456,165",--,50.80,0,0,10,88,37,0,100,---,80,"1,004",30,30
Cream,1366,CRM,0.0012,0.00000015,0.00,0.00,-8.24,-62.42,2.90,-11.79,-44.23,-72.71,54.40 K,$ 54.40 K,0.00,$ 0.00,45.109 MM,"45,108,749","100,000,000",50.80,---,---,30,98,45,25,100,---,15,248,18,18
RealChain,951,RCT,0.0014,0.00000017,-0.23,9.54,15.45,113.33,56.68,38.43,-22.85,-95.34,538.62 K,$ 538.62 K,91.53 K,$ 91.53 K,398.608 MM,"1,000,000,000",--,50.75,63,75,50,88,55,0,100,---,0,"95,877",13,13
FlypMe,1073,FYP,0.0164,0.00000207,-1.71,15.05,6.67,-8.74,-32.71,-22.45,-49.14,-79.62,289.90 K,$ 289.90 K,68.14 K,$ 68.14 K,17.639 MM,"35,277,363",--,50.75,---,---,30,93,52,20,100,---,10,"8,807",15,15
Curecoin,564,CURE,0.1234,0.00001558,1.09,7.69,-1.79,95.86,118.71,90.96,106.42,-43.05,2.98 MM,$ 2.98 MM,7.24 K,$ 7.24 K,24.145 MM,"24,145,018",--,50.65,46,0,50,78,40,5,100,---,50,"1,184",56,56
Noir,770,NOR,0.0632,0.00000797,-0.12,37.92,53.06,218.96,191.31,172.41,172.41%,,1.23 MM,$ 1.23 MM,6.19 K,$ 6.19 K,19.419 MM,"19,418,751",--,50.65,---,---,0,75,45,25,100,---,55,220,3,3
Bitcoin Zero,1178,BZX,0.0107,0.00000135,-0.80,-9.64,-0.71,-47.55,-54.08,-66.67,-62.20,-62.20%,171.23 K,$ 171.23 K,7.44 K,$ 7.44 K,15.981 MM,"15,980,596","40,000,000",50.65,---,---,30,45,36,20,70,---,90,"13,835",3,3
Sakura Bloom,798,SKB,0.0004,0.00000005,-0.23,2.39,4.70,-69.40,-82.37,-87.74,-89.67,-96.50,1.10 MM,$ 1.10 MM,22.88 K,$ 22.88 K,2.583 Bn,"6,000,000,000",--,50.60,---,---,10,88,66,55,30,---,10,"162,443",9,9
Eden,640,EDN,0.0036,0.00000045,-0.08,-21.23,-18.83,-3.44,-19.00,-27.19,-76.77,-76.77%,2.14 MM,$ 2.14 MM,282.52 K,$ 282.52 K,600.000 MM,"1,000,000,000",--,50.60,---,---,50,70,66,50,100,---,0,"158,961",5,5
Measurable Data Token,427,MDT,0.0106,0.00000134,-0.88,0.70,11.78,170.49,162.24,307.59,70.14,-43.13,5.55 MM,$ 5.55 MM,3.23 MM,$ 3.23 MM,522.684 MM,"1,000,000,000",--,50.60,38,50,35,63,40,55,100,50,---,"193,559",13,13
Banyan Network,1022,BBN,0.0006,0.00000008,2.69,5.82,20.45,-60.88,-67.06,-79.31,-91.35,-97.67,376.94 K,$ 376.94 K,805.81,$ 805.81,610.736 MM,"1,000,000,000",--,50.55,63,50,30,84,36,20,70,---,50,"21,927",11,11
Suretly,1114,SUR,1.02,0.00012823,-0.31,6.73,53.97,58.64,59.27,52.03,-32.81,-67.31,238.34 K,$ 238.34 K,11.05 K,$ 11.05 K,234.658 K,"237,581",--,50.55,36,0,10,79,59,5,100,50,---,"6,483",17,17
Absolute,1280,ABS,0.0082,0.00000104,-0.15,-12.90,0.06,-45.76,-56.87,-69.93,-79.68,-79.68%,96.10 K,$ 96.10 K,4.85 K,$ 4.85 K,11.686 MM,"12,199,278","52,500,000",50.50,---,---,10,71,33,45,100,---,70,"4,381",3,3
Arbidex,979,ABX,0.0223,0.00000282,-0.54,9.29,-8.62,-37.03,-54.95,-47.84,-82.38,-82.38%,455.84 K,$ 455.84 K,121.82 K,$ 121.82 K,20.422 MM,"25,000,000",--,50.45,4,0,20,45,70,55,100,70,---,"40,780",6,6
Veritaseum,115,VERI,19.79,0.00249881,0.41,16.69,61.07,47.03,31.17,7.26,-47.74,-57.64,42.55 MM,$ 42.55 MM,4.99 MM,$ 4.99 MM,2.150 MM,"100,000,000",--,50.40,39,0,40,43,53,80,100,50,---,"1,563,834",20,20
Rapids,599,RPD,0.0003,0.00000003,7.61,14.93,26.90,227.66,144.79,199.32,44.85,44.85%,2.52 MM,$ 2.52 MM,15.49 K,$ 15.49 K,10.089 Bn,"20,934,343,941",--,50.40,---,---,10,94,54,75,100,---,10,"2,132",4,4
Manna,906,MANNA,0.0013,0.00000016,-0.12,-8.12,61.02,15.51,2.97,-15.87,-0.81,-41.94,688.56 K,$ 688.56 K,728.90,$ 728.90,539.490 MM,"2,360,376,516",--,50.40,86,75,50,98,30,0,100,---,20,52,42,42
HorusPay,647,HORUS,0.0024,0.00000030,0.12,-2.21,7.94,45.56,-32.15,-34.25,-78.28,-78.28%,2.08 MM,$ 2.08 MM,565.14,$ 565.14,872.861 MM,"1,200,000,000","1,200,000,000",50.35,83,100,10,71,63,0,100,---,15,306,6,6
TokenStars,1227,TEAM,0.0117,0.00000147,-0.18,12.63,60.82,258.32,221.03,113.24,-32.95,-89.35,137.52 K,$ 137.52 K,4.07 K,$ 4.07 K,11.780 MM,"17,818,682",--,50.35,83,100,30,88,46,10,100,---,10,"3,608",9,9
Ethersocial,913,ESN,0.0216,0.00000272,-0.12,21.17,31.09,15.71,-15.40,-48.26,-85.03,-85.03%,667.10 K,$ 667.10 K,4.46 K,$ 4.46 K,30.925 MM,"68,585,129",--,50.30,66,0,10,100,48,50,100,---,20,426,5,5
Travelflex,994,TRF,0.0054,0.00000068,-0.15,-3.91,23.45,-26.76,-47.52,0.48,-64.95,-92.24,424.48 K,$ 424.48 K,733.32,$ 733.32,78.905 MM,"107,325,266","131,500,000",50.30,66,0,50,98,48,50,100,---,0,"1,218",12,12
Voise,875,VOISE,0.0015,0.00000019,1.37,23.79,40.24,119.97,118.92,90.37,16.68,-58.51,786.79 K,$ 786.79 K,396.51,$ 396.51,523.626 MM,"775,513,264",--,50.30,38,0,30,53,59,70,100,30,---,"1,523",16,16
Credo,220,CREDO,0.0293,0.00000370,10.76,48.63,200.10,-34.43,-30.52,-51.62,-19.59,-10.31,16.10 MM,$ 16.10 MM,152.70,$ 152.70,549.892 MM,"1,374,729,257",--,50.20,46,50,30,78,75,20,70,---,0,"1,450",17,17
PotCoin,533,POT,0.0158,0.00000200,-0.11,0.10,-15.20,-9.74,11.41,12.65,-28.78,-65.77,3.51 MM,$ 3.51 MM,4.42 K,$ 4.42 K,222.169 MM,"222,168,514","420,000,000",50.15,0,0,50,90,48,25,100,---,30,"7,626",60,60
StarCoin,912,KST,0.0004,0.00000006,-0.04,6.20,-24.21,-93.47,-88.89,-90.02,-96.81,-95.06,671.42 K,$ 671.42 K,208.43,$ 208.43,1.512 Bn,"6,000,000,000",--,50.15,40,0,10,73,70,5,30,70,---,"80,173",9,9
Niobio Cash,969,NBR,0.0040,0.00000051,-9.47,226.90,189.94,-24.83,8.85,-27.30,-59.90,-59.90%,502.36 K,$ 502.36 K,2.54 K,$ 2.54 K,125.553 MM,"125,552,519","336,000,000",50.15,28,0,50,77,49,25,100,30,---,"2,352",6,6
LogisCoin,1345,LGS,0.0256,0.00000324,2.92,-5.27,-0.21,-90.97,-95.93,-97.21,-99.28,-99.28%,60.30 K,$ 60.30 K,4.23 K,$ 4.23 K,2.351 MM,"2,351,215","21,000,000",50.15,63,0,30,100,49,0,100,---,20,"30,288",6,6
Vsync,1184,VSX,0.0010,0.00000013,-0.13,5.30,3.01,-4.08,-32.81,-37.49,-61.21,-85.09,164.93 K,$ 164.93 K,86.60,$ 86.60,160.559 MM,"168,332,594",--,50.15,0,0,30,98,30,5,100,---,65,49,17,17
SoPay,1654,SOP,0.0015,0.00000019,0.30,8.58,14.60,76.58,54.67,43.84,-61.89,-94.43,0.00,$ 0.00,104.11 K,$ 104.11 K,0.000,"4,500,000,000",--,50.15,36,75,35,70,42,5,100,50,---,"97,720",7,7
Omnitude,548,ECOM,0.0511,0.00000645,0.05,-4.81,-12.89,-42.53,-43.10,-32.82,-35.02,-35.02%,3.31 MM,$ 3.31 MM,96.68 K,$ 96.68 K,64.813 MM,"74,413,301",--,50.10,44,50,30,20,70,70,100,30,---,"91,192",6,6
FOAM,297,FOAM,0.0376,0.00000475,-3.12,-0.64,15.42,101.39,39.16,32.49,32.49%,,10.66 MM,$ 10.66 MM,115.39 K,$ 115.39 K,283.196 MM,"1,000,000,000",--,50.00,39,50,60,35,55,80,70,30,---,"140,330",2,2
Feathercoin,432,FTC,0.0229,0.00000289,2.63,-1.89,-0.19,39.79,15.37,14.10,-44.47,-75.44,5.44 MM,$ 5.44 MM,23.66 K,$ 23.66 K,237.431 MM,"237,430,920","336,000,000",50.00,23,0,70,75,50,0,100,30,---,"32,438",69,69
Unitus,1308,UIS,0.0013,0.00000036,0.00,0.00000000,0.00000000,0.00,-27.41,-23.87,-54.87,-87.45,82.71 K,$ 82.71 K,0.00,$ 0.00,65.895 MM,"65,895,134",--,50.00,---,---,30,88,28,5,100,---,50,28,49,49
VikkyToken,1428,VIKKY,0.00000888,0.0000,-0.23,3.25,-14.28,-31.70,-52.78,-48.08,-79.66,-79.66%,33.10 K,$ 33.10 K,9.45 K,$ 9.45 K,3.727 Bn,"12,000,000,000",--,50.00,28,25,30,80,58,5,70,40,---,"8,390",6,6
Ivy,853,IVY,0.0027,0.00000035,-0.23,20.77,-46.61,-72.10,-70.25,-66.94,-81.65,-91.91,863.88 K,$ 863.88 K,92.11,$ 92.11,314.841 MM,"1,610,924,200",--,49.95,---,---,50,51,66,25,100,---,20,"2,106",8,8
WABnetwork,1011,WAB,0.00003876,0.0000,-0.11,-9.48,-24.61,-65.04,-68.01,-68.53,-83.71,-83.71%,385.66 K,$ 385.66 K,9.97 K,$ 9.97 K,9.950 Bn,"25,000,000,000",--,49.95,---,---,50,66,63,5,100,---,10,"9,620",6,6
Crowdholding,1290,YUP,0.0005,0.00000007,-0.23,-34.43,-0.63,28.51,-1.09,-19.02,-47.51,-79.68,89.03 K,$ 89.03 K,44.38,$ 44.38,170.499 MM,"445,000,000",--,49.95,---,---,50,96,43,95,100,---,0,58,7,7
