Name,MC #,Symbol,Price,BTC,1h,24h,7d,14d,30d,45d,90d,200d,Mkt. Cap,MCAP BTC,24h Vol,24h Vol BTC,Circ. Supply,Total Supply,Max. Supply,Team,Advisors,Brand/Buzz,Product,Coin,Social,Communication,Business,GitHub,GitHub,Avg. volume,Age (mo),Winning months
DigixDAO,78,DGD,38.42,0.00485000,-0.53,0.54,3.70,103.69,82.65,73.57,-5.98,-60.24,76.83 MM,$ 76.83 MM,1.96 MM,$ 1.96 MM,2.000 MM,"2,000,000",--,66.70,43,25,70,78,85,75,30,50,---,"392,697",34,34
SALT,310,SALT,0.1228,0.00001550,0.90,-3.95,9.54,-48.60,-50.73,-51.80,-81.44,-81.44%,9.86 MM,$ 9.86 MM,1.01 MM,$ 1.01 MM,80.284 MM,"120,000,000",--,66.60,33,50,40,78,73,70,100,70,---,"791,405",16,16
Tierion,340,TNT,0.0200,0.00000252,0.95,1.66,32.87,22.95,50.04,42.77,-36.32,-51.73,8.56 MM,$ 8.56 MM,1.03 MM,$ 1.03 MM,428.481 MM,"1,000,000,000",--,66.60,58,75,60,87,69,5,100,50,---,"1,529,040",17,17
Cashaa,436,CAS,0.0073,0.00000092,-0.20,2.72,11.57,3.81,-38.68,-38.96,-32.57,-76.11,5.36 MM,$ 5.36 MM,140.03 K,$ 140.03 K,737.355 MM,"1,000,000,000",--,66.60,52,50,30,63,70,100,100,80,---,"290,843",12,12
PolySwarm,458,NCT,0.0031,0.00000039,-0.40,5.22,39.60,79.18,32.16,58.27,17.35,-11.74,4.73 MM,$ 4.73 MM,314.20 K,$ 314.20 K,1.546 Bn,"1,885,913,076",--,66.60,83,100,30,98,66,55,100,---,40,"80,061",10,10
CanYaCoin,695,CAN,0.0348,0.00000439,-1.26,5.90,30.66,163.25,109.48,173.15,-43.55,-64.68,1.73 MM,$ 1.73 MM,57.54 K,$ 57.54 K,49.628 MM,"95,827,000",--,66.55,73,25,45,74,70,75,100,50,---,"14,109",13,13
Streamr DATAcoin,248,DATA,0.0201,0.00000254,-0.90,7.05,31.69,4.34,1.52,6.30,-51.25,-69.52,13.60 MM,$ 13.60 MM,1.41 MM,$ 1.41 MM,677.155 MM,"987,154,514",--,66.50,41,50,50,87,83,60,70,30,---,"853,407",15,15
TrueFlip,601,TFL,0.3963,0.00005003,-0.48,-11.45,11.37,119.61,133.23,87.11,2.89,-42.06,2.48 MM,$ 2.48 MM,70.44 K,$ 70.44 K,6.247 MM,"8,924,667",--,66.50,21,75,70,88,70,5,100,70,---,"56,596",17,17
Bytom,56,BTM,0.1308,0.00001651,0.12,-7.12,41.30,56.94,61.58,32.54,-32.51,-62.82,131.08 MM,$ 131.08 MM,20.72 MM,$ 20.72 MM,1.002 Bn,"1,407,000,000",--,66.45,47,0,70,73,74,75,100,50,---,"2,840,088",18,18
Bulwark,835,BWK,0.0498,0.00000628,-0.13,-2.61,-4.91,-61.09,-76.59,-80.14,-92.13,-94.87,914.36 K,$ 914.36 K,2.89 K,$ 2.89 K,18.368 MM,"18,687,133","27,000,000",66.40,43,0,50,98,48,75,100,---,80,"10,430",14,14
Telcoin,175,TEL,0.0006,0.00000008,-0.07,-1.82,8.23,65.97,51.13,26.01,-21.01,-43.91,22.36 MM,$ 22.36 MM,447.88 K,$ 447.88 K,36.845 Bn,"100,000,000,000",--,66.35,86,75,80,98,78,5,100,---,10,"109,872",13,13
MARK.SPACE,425,MRK,0.0073,0.00000092,3.36,9.45,24.50,35.20,8.38,22.25,-65.76,-73.34,5.58 MM,$ 5.58 MM,195.40 K,$ 195.40 K,763.656 MM,"3,000,000,000",--,66.35,29,100,30,88,70,95,70,50,---,"112,381",9,9
SONM,321,SNM,0.0268,0.00000338,0.35,-1.60,17.29,29.25,18.22,14.05,-59.10,-74.00,9.63 MM,$ 9.63 MM,578.28 K,$ 578.28 K,359.600 MM,"444,000,000",--,66.30,17,50,80,78,74,50,100,50,---,"220,486",20,20
Jibrel Network,358,JNT,0.0441,0.00000557,0.04,-4.84,-0.65,18.22,3.27,-10.91,-51.82,-72.72,7.50 MM,$ 7.50 MM,247.51 K,$ 247.51 K,170.042 MM,"200,000,000",--,66.30,83,75,50,88,66,95,70,---,40,"47,267",12,12
Kleros,588,PNK,0.0117,0.00000148,-0.23,12.65,43.45,119.31,74.87,53.29,50.74,50.74%,2.65 MM,$ 2.65 MM,2.26 K,$ 2.26 K,225.322 MM,"364,626,704",--,66.30,35,25,50,94,67,45,100,70,---,"2,912",3,3
0xBitcoin,883,0xBTC,0.1745,0.00002203,-3.27,3.76,19.82,2.90,-17.70,-47.12,-61.19,-78.99,772.89 K,$ 772.89 K,1.25 MM,$ 1.25 MM,4.429 MM,"20,999,984",--,66.30,---,---,10,86,66,0,70,---,80,"417,539",8,8
Dogecoin,26,DOGE,0.0033,0.00000041,0.73,1.14,29.84,58.93,41.45,26.87,-9.01,-4.78,388.93 MM,$ 388.93 MM,68.03 MM,$ 68.03 MM,119.531 Bn,"119,531,218,258",--,66.25,63,0,90,90,74,0,100,---,40,"16,022,275",62,62
BOScoin,492,BOS,0.0073,0.00000093,-2.85,-16.05,-28.03,-80.91,-86.06,-87.78,-92.75,-90.94,4.11 MM,$ 4.11 MM,44.18 K,$ 44.18 K,559.414 MM,"841,432,050",--,66.25,80,0,50,98,78,55,100,---,30,"370,998",15,15
Ink Protocol,795,XNK,0.0038,0.00000048,0.60,-8.13,0.25,-30.53,-23.79,-33.87,-77.31,-77.20,1.10 MM,$ 1.10 MM,129.45 K,$ 129.45 K,288.160 MM,"500,000,000",--,66.25,66,100,40,88,70,25,70,50,---,"57,596",11,11
Einsteinium,166,EMC2,0.1077,0.00001360,-0.32,1.09,17.17,162.40,113.53,125.59,-5.96,-5.96%,23.55 MM,$ 23.55 MM,2.86 MM,$ 2.86 MM,218.653 MM,"218,653,146",--,66.20,86,0,80,90,67,0,100,---,50,"453,754",58,58
Bitcore BTX,201,BTX,1.06,0.00013353,-0.39,-4.22,58.24,277.96,177.92,175.45,66.48,-41.82,17.99 MM,$ 17.99 MM,138.33 K,$ 138.33 K,17.008 MM,"17,608,540","21,000,000",66.20,---,---,50,88,52,45,100,---,70,"157,695",21,21
PumaPay,262,PMA,0.0006,0.00000007,-3.19,1.53,12.81,-6.57,-20.10,-27.94,-54.85,-54.85%,12.53 MM,$ 12.53 MM,1.00 MM,$ 1.00 MM,22.649 Bn,"78,042,956,829",--,66.15,55,50,35,78,68,90,100,50,---,"293,785",6,6
Ace,966,ACE,0.0427,0.00000540,-2.02,-4.11,33.66,230.94,205.22,126.38,-16.71,-62.94,507.07 K,$ 507.07 K,62.32 K,$ 62.32 K,11.862 MM,"14,476,036",--,66.15,55,100,35,73,65,10,100,100,---,"39,947",13,13
Intelligent Trading Foundation,1231,ITT,0.0137,0.00000173,4.19,13.79,53.33,38.21,-10.98,-8.75,-35.66,-77.65,134.24 K,$ 134.24 K,488.02,$ 488.02,9.815 MM,"11,500,000",--,66.15,66,100,50,98,45,45,100,---,65,"1,127",15,15
Vexanium,587,VEX,0.0050,0.00000063,-0.02,-1.11,10.11,36.04,1.65,-0.51,-38.77,-38.77%,2.68 MM,$ 2.68 MM,209.70 K,$ 209.70 K,533.918 MM,"1,000,000,000","1,000,000,000",66.10,63,75,80,90,78,55,100,---,10,"233,066",6,6
Aditus,1060,ADI,0.0013,0.00000017,-1.08,7.91,73.12,88.08,53.32,59.75,19.93,-83.54,308.27 K,$ 308.27 K,68.21 K,$ 68.21 K,234.111 MM,"750,000,000",--,66.00,52,100,35,90,62,5,100,80,---,"50,280",9,9
IoT Chain,292,ITC,0.1529,0.00001930,1.74,-5.67,25.74,42.72,17.77,18.99,-28.43,-66.18,10.92 MM,$ 10.92 MM,3.22 MM,$ 3.22 MM,71.420 MM,"100,000,000",--,65.90,---,---,50,68,78,55,100,---,50,"617,120",14,14
Metadium,171,META,0.0184,0.00000233,0.96,-6.08,8.70,342.84,274.98,263.36,44.48,44.48%,22.97 MM,$ 22.97 MM,1.31 MM,$ 1.31 MM,1.245 Bn,"2,000,000,000",--,65.75,30,50,15,93,70,100,100,50,---,"259,796",4,4
Iconomi,163,ICN,0.2480,0.00003131,0.99,-7.42,37.66,48.47,16.75,24.67,-25.01,-59.92,24.54 MM,$ 24.54 MM,1.26 K,$ 1.26 K,98.930 MM,"98,930,340",--,65.70,74,0,40,68,76,50,100,70,---,"1,327",28,28
doc.com Token,434,MTC,0.0081,0.00000102,-1.49,-5.91,21.71,-31.33,-37.73,-53.31,-73.38,-95.69,5.38 MM,$ 5.38 MM,282.68 K,$ 282.68 K,664.512 MM,"783,285,021",--,65.70,51,0,20,91,70,60,100,80,---,"113,921",9,9
Loom Network,89,LOOM,0.0753,0.00000951,-1.66,9.06,39.01,61.75,47.24,45.19,-33.64,-63.99,59.47 MM,$ 59.47 MM,7.61 MM,$ 7.61 MM,789.606 MM,"1,000,000,000",--,65.65,50,25,70,70,83,40,100,30,---,"1,127,803",11,11
Quantstamp,235,QSP,0.0236,0.00000298,0.01,3.37,26.04,39.05,45.47,41.80,-43.51,-67.32,14.59 MM,$ 14.59 MM,747.51 K,$ 747.51 K,617.314 MM,"976,442,388",--,65.65,63,0,80,48,79,75,100,50,---,"374,280",15,15
XinFin Network,632,XDCE,0.0006,0.00000007,0.01,5.64,3.81,-3.09,-24.68,-25.27,-64.09,-83.60,2.21 MM,$ 2.21 MM,670.97 K,$ 670.97 K,3.876 Bn,"15,000,000,000",--,65.65,83,100,10,73,66,60,100,---,70,"175,924",10,10
FuzeX,686,FXT,0.0022,0.00000028,1.68,-21.02,-17.92,-31.19,-19.72,-18.65,-77.14,-92.45,1.76 MM,$ 1.76 MM,25.79 K,$ 25.79 K,793.534 MM,"1,087,156,610",--,65.65,55,75,35,83,67,55,100,50,---,"24,815",9,9
YEED,645,YEED,0.0004,0.00000005,2.57,4.99,-5.29,30.57,-22.19,-28.36,-69.03,-69.03%,2.09 MM,$ 2.09 MM,204.67 K,$ 204.67 K,5.447 Bn,"10,000,000,000",--,65.65,39,50,50,95,70,55,70,50,---,"104,531",4,4
BitWhite,1336,BTW,0.0017,0.00000022,-19.24,-33.05,106.24,-47.42,-56.81,-70.14,-83.81,-93.60,63.54 K,$ 63.54 K,193.39 K,$ 193.39 K,36.325 MM,"60,342,895",--,65.65,---,---,50,98,51,25,100,---,60,"181,774",12,12
FarmaTrust,689,FTT,0.0029,0.00000037,-11.37,1.70,7.18,-21.22,-38.19,-12.51,-48.88,-48.88%,1.75 MM,$ 1.75 MM,196.78 K,$ 196.78 K,600.000 MM,"1,000,000,000",--,65.60,52,100,60,55,70,40,100,70,---,"209,147",6,6
The Abyss,667,ABYSS,0.0085,0.00000108,2.36,-1.50,7.44,50.51,24.40,25.85,-7.16,-64.79,1.92 MM,$ 1.92 MM,398.42 K,$ 398.42 K,224.804 MM,"508,628,132",--,65.60,49,100,60,49,70,90,100,50,---,"254,774",8,8
Gifto,214,GTO,0.0276,0.00000349,0.87,-2.90,14.59,0.09,2.70,0.91,-57.28,-84.21,16.69 MM,$ 16.69 MM,15.98 MM,$ 15.98 MM,604.212 MM,"1,000,000,000",--,65.55,---,---,50,98,84,75,100,---,5,"6,851,034",14,14
Morpheus Labs,550,MITX,0.0160,0.00000202,0.74,-3.21,8.99,128.40,134.79,132.64,2.35,-42.53,3.28 MM,$ 3.28 MM,45.31 K,$ 45.31 K,205.577 MM,"749,999,995",--,65.55,65,75,25,87,70,45,100,40,---,"92,258",9,9
Bee Token,1039,BEE,0.0015,0.00000019,-0.49,-6.95,16.74,-30.56,-69.91,-63.62,-82.50,-92.71,353.70 K,$ 353.70 K,5.83 K,$ 5.83 K,234.129 MM,"500,000,000",--,65.55,55,75,70,63,64,40,100,70,---,"7,100",11,11
Origin Sport,921,ORS,0.0085,0.00000108,0.71,34.65,54.08,127.13,86.01,120.12,-56.53,-92.70,650.53 K,$ 650.53 K,4.79 MM,$ 4.79 MM,76.389 MM,"300,000,000",--,65.55,63,75,50,96,59,0,100,---,60,"247,463",7,7
Lending Block,454,LND,0.0066,0.00000083,1.23,10.35,45.47,107.68,3.64,13.68,-4.54,21.98,4.81 MM,$ 4.81 MM,48.51 K,$ 48.51 K,728.449 MM,"1,000,000,000",--,65.50,61,75,30,85,70,5,100,70,---,"129,005",9,9
I/O Coin,483,IOC,0.2385,0.00003011,-0.13,1.78,-18.55,28.71,40.01,75.94,2.09,-52.77,4.16 MM,$ 4.16 MM,8.41 K,$ 8.41 K,17.435 MM,"17,434,884",--,65.50,63,75,50,98,40,25,100,---,80,"3,592",54,54
GoNetwork,871,GOT,0.0129,0.00000163,-1.33,-11.14,-0.08,-7.49,-32.69,-49.01,-79.91,-97.57,800.51 K,$ 800.51 K,626.73 K,$ 626.73 K,61.995 MM,"100,000,000",--,65.50,83,100,80,45,66,5,70,---,80,"238,121",7,7
WeTrust,679,TRST,0.0197,0.00000249,-2.86,3.63,40.30,83.89,100.78,63.38,-20.93,-50.40,1.82 MM,$ 1.82 MM,8.52 K,$ 8.52 K,92.148 MM,"100,000,000","100,000,000",65.45,55,100,60,83,70,25,100,20,---,"10,083",22,22
Sentinel Chain,878,SENC,0.0040,0.00000050,0.07,-4.04,12.69,62.32,50.25,53.94,-55.71,-81.37,779.45 K,$ 779.45 K,21.86 K,$ 21.86 K,197.270 MM,"500,000,000",--,65.40,71,75,25,88,67,60,70,50,---,"196,676",10,10
Bitnation,1099,XPAT,0.00001013,0.0000,-1.50,2.30,-19.82,129.17,79.72,57.74,16.67,16.67%,253.19 K,$ 253.19 K,7.87 K,$ 7.87 K,25.005 Bn,"42,000,000,000",--,65.40,66,75,60,76,58,55,100,50,---,"1,522",6,6
Hydrogen,366,HYDRO,0.0017,0.00000021,-0.59,-0.63,26.50,9.58,-7.40,-19.51,-63.00,-75.84,7.22 MM,$ 7.22 MM,406.60 K,$ 406.60 K,4.310 Bn,"11,111,111,111",--,65.35,69,0,60,80,74,95,100,0,---,"398,887",9,9
0chain,504,ZCN,0.0992,0.00001253,-0.79,5.76,25.26,19.15,-2.79,-14.40,-56.70,-74.54,3.98 MM,$ 3.98 MM,17.34 K,$ 17.34 K,40.116 MM,"200,000,000",--,65.25,86,100,80,48,66,55,100,---,55,"19,882",7,7
Aphelion,1182,APH,0.0033,0.00000042,0.00,-12.43,-29.92,-73.11,-81.36,-85.90,-93.22,-97.89,166.19 K,$ 166.19 K,16.23 K,$ 16.23 K,50.000 MM,"70,188,440",--,65.25,34,0,60,92,70,55,100,50,---,"4,464",9,9
Puregold Token,1235,PGTS,0.0117,0.00000148,-0.13,-15.16,-36.51,-62.69,-65.63,-89.65,-90.16,-90.16%,133.14 K,$ 133.14 K,265.47,$ 265.47,11.363 MM,"50,000,000",--,65.25,62,50,50,83,62,55,100,50,---,535,4,4
WhiteCoin,208,XWC,0.0689,0.00000870,-0.06,1.00,18.49,105.86,83.93,62.01,2.38,-52.22,17.24 MM,$ 17.24 MM,399.88 K,$ 399.88 K,250.184 MM,"250,183,629",--,65.15,---,---,50,88,55,55,100,---,60,"147,491",58,58
QLC Chain,331,QLC,0.0383,0.00000484,3.04,8.51,28.03,52.40,28.36,52.61,-30.36,-24.32,9.19 MM,$ 9.19 MM,2.81 MM,$ 2.81 MM,240.000 MM,"600,000,000",--,65.15,57,0,60,92,59,55,70,80,---,"833,876",13,13
Fantom,190,FTM,0.0108,0.00000136,-1.31,6.37,34.04,139.44,73.59,41.62,-45.25,-45.25%,19.50 MM,$ 19.50 MM,2.15 MM,$ 2.15 MM,1.814 Bn,"1,987,133,655","3,175,000,000",65.15,32,50,50,80,59,75,100,80,---,"342,103",3,3
Cardstack,662,CARD,0.0008,0.00000010,-1.63,0.62,21.59,17.76,16.01,4.67,-54.54,-85.05,1.94 MM,$ 1.94 MM,137.39 K,$ 137.39 K,2.375 Bn,"6,000,000,000",--,65.10,86,0,30,56,66,70,100,---,90,"106,133",7,7
Stellite,748,XTL,0.0002,0.00000005,-16.94,-0.66,-10.66,-20.26,-16.11,-29.08,-73.41,-41.78,1.33 MM,$ 1.33 MM,5.59 K,$ 5.59 K,7.724 Bn,"7,850,368,574","21,000,000,000",65.10,46,0,30,98,63,0,100,---,80,"7,852",10,10
EnergiToken,656,ETK,0.0011,0.00000014,0.00,0.53,25.53,75.84,58.16,39.70,-44.83,-66.02,1.99 MM,$ 1.99 MM,0.00,$ 0.00,1.852 Bn,"2,052,153,500",--,65.10,49,100,35,63,67,95,100,50,---,"2,704",7,7
Mobius,407,MOBI,0.0116,0.00000147,1.27,-0.44,9.19,-15.05,-42.63,-16.08,-57.98,-81.18,5.99 MM,$ 5.99 MM,38.70 K,$ 38.70 K,515.083 MM,"888,000,000",--,65.05,43,75,50,88,66,0,100,---,60,"19,897",13,13
Gladius Token,885,GLA,0.0514,0.00001490,-0.45,-7.39,14.41,17.85,7.63,30.38,-20.75,-78.65,768.46 K,$ 768.46 K,153.56,$ 153.56,14.941 MM,"18,039,399",--,65.05,40,100,50,67,61,55,100,80,---,417,12,12
Metal,183,MTL,0.4612,0.00005823,0.32,-0.66,13.15,88.11,77.66,72.71,-29.72,-64.39,20.22 MM,$ 20.22 MM,4.27 MM,$ 4.27 MM,43.842 MM,"66,588,888",--,65.00,59,50,45,78,58,95,100,50,---,"3,138,503",19,19
Cryptaur,415,CPT,0.0008,0.00000010,-0.20,-1.94,-0.88,-16.22,-27.99,-40.05,-70.34,-74.80,5.82 MM,$ 5.82 MM,27.25 K,$ 27.25 K,7.577 Bn,"27,662,180,148",--,64.95,86,75,30,63,70,95,100,---,55,"16,172",8,8
TV-TWO,670,TTV,0.0045,0.00000057,12.07,4.84,47.70,12.21,-50.93,-52.51,-71.35,-71.35%,1.90 MM,$ 1.90 MM,251.18,$ 251.18,418.976 MM,"611,666,475",--,64.95,---,---,50,98,60,5,100,---,45,468,3,3
MonaCoin,80,MONA,1.08,0.00013632,0.73,1.49,16.35,99.40,70.67,52.07,-8.08,-51.20,70.98 MM,$ 70.98 MM,8.02 MM,$ 8.02 MM,65.730 MM,"65,729,675",--,64.85,---,---,0,80,69,0,0,---,90,"288,219",59,59
Electra,305,ECA,0.0004,0.00000005,-1.99,16.29,92.73,43.22,41.22,39.63,-22.06,-64.90,10.20 MM,$ 10.20 MM,76.44 K,$ 76.44 K,28.537 Bn,"29,404,203,437","30,000,000,000",64.80,100,25,50,98,59,20,100,---,50,"36,270",20,20
Lympo,330,LYM,0.0111,0.00000141,1.07,-4.99,5.96,60.76,36.15,34.59,-39.55,-66.54,9.21 MM,$ 9.21 MM,599.60 K,$ 599.60 K,826.673 MM,"999,999,999",--,64.80,47,100,45,68,74,5,100,70,---,"469,826",11,11
Dero,373,DERO,0.9727,0.00012280,3.41,14.88,-4.22,65.34,6.72,0.64,-39.16,19.56,7.09 MM,$ 7.09 MM,106.73 K,$ 106.73 K,7.289 MM,"18,400,000",--,64.80,---,---,30,98,66,0,70,---,50,"55,254",9,9
XEL,604,XEL,0.0269,0.00000340,2.43,0.98,9.92,-24.89,-20.06,-24.56,-68.80,-82.97,2.47 MM,$ 2.47 MM,56.17 K,$ 56.17 K,91.676 MM,"100,000,000",--,64.80,---,---,50,88,66,5,70,---,50,"30,397",19,19
Gene Source Code Chain,541,GENE,0.0092,0.00000116,-0.12,-12.30,7.08,26.20,5.22,123.06,4.17,4.17%,3.40 MM,$ 3.40 MM,19.79 K,$ 19.79 K,370.945 MM,"2,000,000,000",--,64.80,---,---,10,100,66,50,100,---,50,"9,263",5,5
Syndicate,886,SYNX,0.0236,0.00000298,-0.13,-6.16,-7.82,-14.34,-19.83,-20.06,-65.38,-86.35,768.26 K,$ 768.26 K,105.39 K,$ 105.39 K,32.518 MM,"36,232,292",--,64.80,---,---,30,88,64,0,100,---,60,"22,254",31,31
Optimal Shelf Availability Token,476,OSA,0.0031,0.00000039,-1.73,-0.32,-7.09,-89.59,-92.13,-93.83,-96.72,-96.72%,4.30 MM,$ 4.30 MM,33.98 K,$ 33.98 K,1.390 Bn,"2,256,642,170",--,64.75,---,---,50,96,82,95,100,---,5,"1,511,333",3,3
Lykke,468,LKK,0.0143,0.00000180,-1.73,2.17,1.20,-25.69,-31.30,-25.72,-59.24,-59.24%,4.53 MM,$ 4.53 MM,0.00,$ 0.00,316.810 MM,"1,285,690,000",--,64.75,66,50,60,82,30,95,100,100,---,0,27,27
Medibloc,315,MED,0.0033,0.00000042,0.24,3.78,17.95,53.12,33.37,8.67,-22.78,-17.84,9.81 MM,$ 9.81 MM,24.26 K,$ 24.26 K,2.966 Bn,"4,097,545,844","10,000,000,000",64.75,30,50,80,68,70,55,100,50,---,"5,655",13,13
Experty,923,EXY,0.0238,0.00000301,-0.49,-0.75,5.74,-33.82,-39.02,-55.66,-79.84,-85.73,644.88 K,$ 644.88 K,19.03 K,$ 19.03 K,27.088 MM,"79,404,564",--,64.75,57,75,35,63,70,55,100,70,---,"13,820",11,11
Bigbom,1027,BBO,0.0011,0.00000014,-1.11,-2.65,25.77,114.20,6.69,2.72,-53.68,-76.73,370.17 K,$ 370.17 K,355.48 K,$ 355.48 K,338.828 MM,"1,999,751,537",--,64.75,73,100,40,71,65,5,100,70,---,"271,578",8,8
Pundi X,49,NPXS,0.0008,0.00000010,6.29,8.30,30.35,62.05,67.45,27.50,-52.37,-77.08,161.23 MM,$ 161.23 MM,15.83 MM,$ 15.83 MM,212.461 Bn,"266,962,422,907",--,64.70,63,50,80,78,88,75,100,---,0,"5,727,938",11,11
Pal Network,668,PAL,0.0043,0.00000055,0.19,-4.20,7.87,-2.37,-19.87,-30.75,-59.95,-74.02,1.90 MM,$ 1.90 MM,73.45 K,$ 73.45 K,438.524 MM,"1,000,000,000",--,64.70,46,50,35,88,55,95,100,60,---,"129,649",9,9
Power Ledger,105,POWR,0.1248,0.00001576,1.71,6.01,20.71,26.85,55.52,42.88,-22.99,-66.12,50.84 MM,$ 50.84 MM,5.81 MM,$ 5.81 MM,407.252 MM,"1,000,000,000",--,64.65,69,50,50,63,55,95,100,70,---,"2,364,396",15,15
Robotina,162,ROX,0.0865,0.00001092,-1.30,2.44,20.36,397.33,276.10,363.90,134.62,134.62%,24.83 MM,$ 24.83 MM,124.12 K,$ 124.12 K,287.154 MM,"331,614,077",--,64.65,65,100,10,76,70,55,100,50,---,"18,656",5,5
Hacken,704,HKN,0.3112,0.00003929,-1.36,3.11,26.29,18.53,15.10,-5.96,-57.23,-70.73,1.67 MM,$ 1.67 MM,19.06 K,$ 19.06 K,5.360 MM,"5,544,000",--,64.65,56,100,30,73,70,45,100,50,---,"5,403",13,13
U.CASH,740,UCASH,0.0002,0.00000002,0.05,-2.99,21.65,41.10,5.21,-20.99,-69.54,-95.01,1.37 MM,$ 1.37 MM,102.07 K,$ 102.07 K,8.878 Bn,"21,000,000,000","21,000,000,000",64.65,45,100,55,78,65,0,100,70,---,"100,725",12,12
MaidSafeCoin,76,MAID,0.1721,0.00002173,-0.46,-2.38,23.57,45.44,19.39,11.67,-28.46,-58.41,77.88 MM,$ 77.88 MM,409.45 K,$ 409.45 K,452.552 MM,"452,552,412",--,64.60,15,0,80,70,71,100,100,50,---,"214,381",57,57
LBRY Credits,342,LBC,0.0362,0.00000456,-0.21,-8.99,22.31,24.93,53.70,54.42,-26.13,-70.65,8.42 MM,$ 8.42 MM,82.15 K,$ 82.15 K,232.854 MM,"608,506,702","1,083,202,000",64.60,63,75,80,73,55,95,100,10,---,"47,887",31,31
SwftCoin,279,SWFTC,0.0031,0.00000039,2.66,9.25,10.77,212.98,175.00,188.86,36.53,-49.16,11.37 MM,$ 11.37 MM,9.08 MM,$ 9.08 MM,3.640 Bn,"10,000,000,000",--,64.60,38,75,35,73,74,20,100,80,---,"1,128,730",13,13
VINchain,532,VIN,0.0074,0.00000093,0.07,-10.46,5.15,8.55,124.96,144.37,-27.15,-27.15%,3.53 MM,$ 3.53 MM,488.72 K,$ 488.72 K,480.109 MM,"840,108,901",--,64.60,67,100,40,48,78,50,100,50,---,"90,337",6,6
Transcodium,1209,TNS,0.0030,0.00000038,-3.59,1.90,42.43,24.65,-27.17,-42.80,-3.28,-66.32,151.09 K,$ 151.09 K,345.31 K,$ 345.31 K,50.554 MM,"88,600,000",--,64.60,52,75,50,91,62,5,100,60,---,"236,119",9,9
SwissBorg,448,CHSB,0.0088,0.00000111,-2.65,6.00,-18.34,56.34,35.37,31.85,-9.92,-26.38,5.06 MM,$ 5.06 MM,58.14 K,$ 58.14 K,575.821 MM,"1,000,000,000",--,64.55,100,75,80,63,58,95,100,---,40,"29,727",12,12
adbank,781,ADB,0.0018,0.00000022,3.38,2.04,27.71,70.17,52.74,15.79,-34.45,-74.98,1.16 MM,$ 1.16 MM,45.04 K,$ 45.04 K,663.463 MM,"1,000,000,000",--,64.50,86,50,50,88,57,80,100,---,45,"22,148",12,12
MOAC,104,MOAC,0.8189,0.00010338,2.21,14.02,39.06,67.86,45.87,60.88,-25.99,-80.38,51.15 MM,$ 51.15 MM,127.95 K,$ 127.95 K,62.463 MM,"151,205,864",--,64.40,63,0,50,63,78,95,100,---,50,"47,496",13,13
eosDAC,374,EOSDAC,0.0107,0.00000134,0.22,-0.54,10.37,91.91,87.65,52.49,-53.81,-78.86,7.04 MM,$ 7.04 MM,259.94 K,$ 259.94 K,660.755 MM,"1,200,000,000",--,64.35,46,0,30,86,66,55,100,---,70,"41,614",10,10
indaHash,743,IDH,0.0034,0.00000043,0.22,4.61,19.47,25.80,7.58,-1.48,-49.46,-73.45,1.36 MM,$ 1.36 MM,131.39 K,$ 131.39 K,399.936 MM,"400,000,000",--,64.30,49,50,45,88,70,5,100,60,---,"123,484",12,12
HOLD,869,HOLD,0.0011,0.00000014,-12.10,-13.70,0.83,23.61,-5.92,9.47,-10.88,-10.88%,802.25 K,$ 802.25 K,80.58 K,$ 80.58 K,704.821 MM,"923,453,365",--,64.30,60,100,30,70,65,50,100,60,---,"63,210",6,6
Parkgene,1086,GENE,0.0009,0.00000012,6.60,4.42,25.55,-1.29,12.25,53.15,-73.07,-69.71,269.47 K,$ 269.47 K,20.15 K,$ 20.15 K,294.761 MM,"928,840,384",--,64.30,75,100,35,48,65,55,100,80,---,"23,020",9,9
GET Protocol,497,GET,0.3563,0.00004498,-1.61,-11.75,22.05,64.23,21.14,24.71,-5.21,-32.30,4.06 MM,$ 4.06 MM,9.70 K,$ 9.70 K,11.388 MM,"33,368,773",--,64.25,38,0,35,88,67,70,100,70,---,"1,282",13,13
0xcert,905,ZXC,0.0021,0.00000027,-3.32,-14.36,6.32,-32.30,6.04,8.27,-60.37,-93.59,709.55 K,$ 709.55 K,235.80 K,$ 235.80 K,331.501 MM,"500,000,000",--,64.25,51,50,50,62,65,75,100,70,---,"188,391",7,7
Datum,655,DAT,0.0020,0.00000025,0.33,-1.33,13.63,148.10,93.09,114.59,-35.64,-87.08,2.01 MM,$ 2.01 MM,78.18 K,$ 78.18 K,1.000 Bn,"2,653,841,598",--,64.25,38,100,35,88,70,0,100,60,---,"88,323",14,14
EventChain,998,EVC,0.0134,0.00000169,0.64,-17.70,-3.47,-8.98,-27.42,-40.10,-20.26,-62.55,418.01 K,$ 418.01 K,3.76 K,$ 3.76 K,31.250 MM,"84,000,000",--,64.25,56,100,45,63,62,50,100,70,---,"1,884",14,14
Nectar,203,NEC,0.2118,0.00002674,-0.22,3.61,11.17,-5.60,-25.88,-20.38,-47.86,-32.75,17.44 MM,$ 17.44 MM,2.24 K,$ 2.24 K,82.353 MM,"1,007,949,847",--,64.20,---,---,50,78,78,75,100,---,30,"2,769",8,8
